,ground_truth,baseline,baseline_s42,baseline_s985,filt_freq_distro,filt_freq_distro_s42,filt_freq_distro_s985,filt_gen_sent,filt_gen_sent_s42,filt_gen_sent_s985,filt_tgt_ppl,filt_tgt_ppl_s42,filt_tgt_ppl_s985
472,1,1,1,1,2,1,1,1,1,1,1,1,1
473,3,0,0,0,5,1,2,2,2,3,2,2,3
474,1,0,0,0,3,2,2,3,2,5,2,1,1
475,3,0,0,0,2,4,2,2,3,3,4,2,1
476,1,2,3,3,2,2,2,2,2,2,2,2,2
477,4,6,6,6,6,6,6,3,3,5,3,4,2
478,2,1,1,1,1,2,1,2,2,2,1,2,3
479,0,0,0,0,0,0,0,0,1,0,0,0,0
480,2,1,1,1,1,1,1,4,3,0,0,1,0
481,3,0,1,1,2,2,2,3,3,4,3,6,4
482,4,2,0,2,2,4,3,3,4,4,2,3,2
483,1,0,0,0,2,0,0,1,0,2,2,0,2
484,2,1,1,1,1,2,1,1,1,2,2,2,2
485,3,1,1,1,2,2,2,2,2,1,2,2,2
486,2,0,0,0,1,2,1,2,2,1,0,1,2
487,1,0,0,0,1,1,1,1,1,1,0,0,0
488,2,2,2,2,5,1,4,2,1,2,2,2,2
489,6,3,3,3,3,3,3,4,3,4,1,3,5
490,1,2,6,3,4,2,5,3,3,3,2,2,2
491,0,1,0,1,5,5,5,5,4,5,5,5,4
492,2,4,2,3,2,5,1,3,4,3,4,2,3
493,1,5,1,1,2,5,3,4,5,2,2,3,4
494,2,3,2,3,3,1,4,2,2,0,3,1,3
495,3,0,1,0,2,2,3,1,1,1,1,1,1
496,1,1,0,0,1,1,2,2,2,2,2,0,0
497,0,0,0,0,1,1,1,3,2,1,1,1,1
498,2,2,2,2,2,2,2,2,2,2,2,2,2
499,2,0,0,0,0,0,0,1,0,1,0,0,0
500,1,0,0,0,1,2,3,1,0,0,1,1,1
501,0,0,0,0,2,2,2,2,2,2,1,3,2
502,1,0,0,0,1,0,1,3,2,1,0,0,1
503,2,1,0,1,2,2,2,2,2,2,1,1,0
504,3,1,0,1,1,2,2,3,2,1,2,2,2
505,1,2,3,3,3,1,2,2,2,2,3,3,3
506,1,0,0,0,1,2,1,3,3,2,2,0,3
507,2,1,1,1,1,1,2,2,3,1,2,1,4
508,2,0,0,0,0,0,0,1,2,1,0,0,0
509,2,1,1,0,2,3,2,3,2,3,0,0,0
510,1,2,1,1,2,2,3,2,2,2,3,3,3
511,0,0,0,1,1,2,4,1,1,1,2,4,1
512,0,0,0,0,0,0,0,2,2,2,1,1,1
513,3,0,0,0,1,4,2,2,1,2,4,3,3
514,2,4,2,2,2,2,2,2,2,1,2,2,2
515,2,1,0,0,3,3,2,4,1,2,3,3,2
516,0,0,0,0,3,1,4,1,3,3,0,2,0
517,3,0,0,0,3,2,2,1,1,1,1,1,2
518,3,1,0,1,5,3,6,3,3,5,2,3,2
519,1,2,2,2,4,2,5,2,3,4,2,2,2
520,1,1,3,6,3,2,3,4,2,3,2,2,2
521,0,0,0,0,1,1,1,3,2,2,0,1,1
522,1,2,3,2,2,2,3,3,2,2,2,2,2
523,2,0,1,1,1,2,2,2,2,2,2,2,2
524,2,0,0,1,2,2,3,1,1,0,1,2,3
525,1,0,0,2,4,2,1,2,2,3,3,1,3
526,0,1,1,1,0,3,2,2,2,2,1,3,2
527,2,2,0,0,2,2,2,2,2,2,2,0,0
528,4,0,0,0,4,3,5,7,0,3,6,4,4
529,3,4,4,5,5,4,0,2,2,3,4,0,4
530,0,1,0,0,1,1,1,2,1,0,1,1,3
531,1,1,0,0,2,2,1,0,1,3,2,0,0
532,2,2,1,3,1,0,2,2,2,2,1,2,3
533,1,3,3,2,1,2,0,2,0,3,3,2,1
534,0,1,1,1,1,1,1,1,1,1,1,1,1
535,1,0,0,0,0,0,0,1,1,1,1,1,0
536,1,1,1,1,1,1,1,3,3,0,0,1,1
537,0,2,0,1,1,3,1,1,1,0,2,2,1
538,2,1,2,2,1,2,2,2,2,2,1,1,1
539,2,3,0,2,0,0,3,2,0,2,2,2,2
540,2,2,2,1,2,3,5,2,2,3,3,3,1
541,2,0,2,2,2,1,4,2,1,1,3,3,2
542,0,2,2,2,2,2,3,3,2,3,2,2,2
543,1,2,2,2,1,2,2,3,1,2,2,2,2
544,2,0,0,0,0,0,0,1,2,0,0,1,0
545,2,4,4,4,5,4,4,4,5,5,5,4,4
546,3,1,2,3,2,4,4,2,2,2,3,4,3
547,2,1,2,2,6,4,6,2,2,2,3,3,3
548,0,2,2,7,1,1,2,0,1,2,2,2,2
549,1,0,0,0,0,0,0,0,1,1,1,0,0
550,1,0,0,0,5,4,2,2,2,0,2,1,1
551,2,1,1,1,2,2,3,2,2,2,2,2,1
552,0,0,0,0,1,0,1,1,1,1,1,1,1
553,4,1,2,2,2,2,2,2,2,2,2,2,2
554,1,1,1,3,1,2,2,2,2,1,2,2,2
555,4,0,2,2,1,2,1,1,1,2,1,2,1
556,2,1,1,2,2,2,2,2,2,2,2,2,2
557,3,1,0,0,1,1,1,1,1,1,1,1,1
558,3,2,3,3,3,3,2,3,3,2,2,4,2
559,2,0,0,0,0,0,0,1,2,1,1,0,0
560,3,0,0,0,2,1,2,1,1,2,2,4,1
561,5,0,2,1,2,2,3,3,3,4,2,2,2
562,6,4,3,3,3,4,3,3,3,3,2,2,2
563,2,2,2,2,2,2,2,2,2,2,2,2,2
564,0,0,0,0,1,2,2,2,5,2,1,1,1
565,3,0,0,0,0,2,1,2,1,2,2,1,0
566,0,0,1,1,1,2,1,3,3,1,2,1,2
567,2,1,1,0,6,3,1,2,3,3,2,3,2
568,5,0,0,1,3,3,3,4,2,3,3,1,3
569,1,0,0,0,0,1,0,0,0,0,0,0,0
570,0,0,0,0,2,1,2,0,0,0,0,1,1
571,1,0,0,0,1,3,1,1,1,2,2,2,3
572,2,1,1,2,3,1,3,2,2,1,1,1,1
573,2,1,1,1,1,2,1,2,2,2,3,2,0
574,3,2,2,2,2,2,2,1,1,1,2,4,2
575,0,0,0,0,0,0,0,0,1,1,0,0,0
576,4,1,1,1,1,2,1,2,4,3,1,1,1
577,2,2,2,2,2,2,2,2,2,1,2,2,2
578,0,0,1,0,1,1,1,2,2,1,1,1,2
579,0,6,6,4,7,5,6,2,1,1,2,5,3
580,0,2,2,0,1,1,2,3,3,2,1,2,2
581,1,0,1,1,3,2,2,1,1,0,1,2,2
582,2,2,3,2,3,2,1,2,1,0,2,2,1
583,0,2,2,2,3,2,2,2,1,1,2,3,0
584,3,1,1,1,1,2,3,2,2,2,0,2,2
585,4,0,2,2,3,5,2,2,2,1,5,3,5
586,1,1,1,1,2,2,2,3,2,3,3,2,3
587,3,0,1,1,3,5,3,2,2,2,1,2,2
588,4,0,0,1,2,3,3,1,1,1,1,1,2
589,0,0,1,0,1,4,4,1,1,1,0,0,1
590,1,1,1,1,3,2,1,2,0,1,1,2,1
591,3,4,4,4,4,3,3,5,5,0,4,3,3
592,5,0,0,0,0,0,0,2,1,3,1,1,1
593,2,4,4,5,4,4,4,4,3,4,4,4,0
594,0,1,1,1,1,1,1,1,1,1,1,2,1
595,0,2,1,1,1,1,1,2,0,1,0,1,2
596,1,0,0,0,4,2,5,4,2,3,1,1,1
597,0,0,0,0,2,1,2,1,1,1,2,2,2
598,1,1,1,1,5,1,4,4,3,3,2,2,2
599,2,2,2,2,6,2,5,1,1,0,2,2,2
600,3,0,0,0,1,1,1,1,0,2,0,1,0
601,2,1,1,3,2,2,2,3,4,2,2,2,2
602,2,0,0,0,1,1,2,1,1,1,2,0,1
603,1,1,2,3,5,4,4,2,2,2,2,1,1
604,5,1,2,1,5,1,1,1,1,0,2,2,2
605,1,0,1,0,2,2,2,2,2,2,2,2,2
606,4,0,2,2,1,1,1,2,2,2,2,2,2
607,2,0,0,0,1,3,1,3,3,1,1,1,1
608,0,0,0,0,3,5,4,0,2,2,3,3,3
609,2,2,2,2,1,1,1,1,3,3,3,0,3
610,2,1,0,0,2,2,2,1,2,0,1,1,1
611,2,0,0,0,0,0,0,0,0,1,0,0,0
612,0,0,1,0,0,2,0,2,0,1,1,2,1
613,1,0,0,0,2,1,2,0,2,0,1,0,2
614,2,1,2,1,1,2,3,1,1,2,1,1,1
615,2,2,3,3,3,3,3,2,2,2,3,3,3
616,3,1,3,3,2,3,2,2,0,2,2,2,1
617,1,1,0,1,2,4,3,1,2,2,4,2,3
618,3,2,1,2,2,2,2,1,2,1,2,3,2
619,2,0,0,0,2,2,1,2,2,3,2,3,2
620,1,0,0,0,0,1,0,0,0,0,0,0,0
621,2,1,0,0,2,2,2,3,1,1,1,1,2
622,2,0,0,0,1,2,1,1,2,2,1,0,0
623,2,0,0,0,2,4,2,2,3,2,0,1,1
624,3,2,2,1,3,3,4,2,2,3,3,1,2
625,1,0,0,0,0,0,0,1,1,1,1,1,1
626,3,4,2,3,8,2,4,3,4,3,2,2,3
627,1,1,1,1,2,2,2,2,2,2,2,2,2
628,3,1,1,0,3,3,1,1,3,1,0,1,1
629,3,0,0,0,3,3,4,2,2,2,0,0,2
630,3,3,3,3,2,3,2,3,1,2,2,3,1
631,0,0,0,0,1,1,0,1,1,0,0,0,1
632,0,0,0,0,2,2,2,3,2,2,4,1,1
633,1,3,1,2,3,2,3,2,2,3,2,1,2
634,0,2,2,2,2,2,2,1,1,1,1,1,4
635,4,0,1,1,2,2,1,3,2,3,0,1,1
636,2,2,2,2,2,2,2,2,2,2,3,3,3
637,8,3,4,2,3,3,4,2,3,3,2,2,2
638,0,0,0,0,2,2,2,1,1,1,0,2,3
639,0,2,0,0,1,2,1,0,2,1,1,1,1
640,2,0,0,0,1,2,1,0,0,1,0,1,1
641,1,1,2,2,1,2,2,2,2,3,3,2,2
642,1,1,1,1,1,1,1,3,2,2,3,1,1
643,4,1,1,1,1,2,2,3,4,3,2,2,2
644,1,0,0,1,3,2,3,3,3,2,1,3,2
645,2,1,1,2,1,1,2,2,2,1,2,1,3
646,1,0,0,0,0,2,0,1,3,1,0,1,2
647,4,2,2,1,3,3,3,3,2,4,2,2,1
648,1,1,2,1,3,2,3,2,2,2,3,1,3
649,2,0,0,1,5,4,2,2,2,1,1,0,0
650,2,0,0,0,0,2,0,4,0,4,4,4,3
651,1,1,5,3,2,3,3,2,3,5,2,2,2
652,1,1,3,2,4,2,2,2,2,2,0,3,1
653,2,0,0,1,2,2,2,1,4,1,1,1,1
654,4,0,0,0,2,2,1,2,2,2,1,2,2
655,2,0,0,0,1,2,1,0,2,0,2,2,2
656,3,3,2,1,2,2,4,3,3,4,2,2,2
657,2,0,0,1,2,3,2,1,2,1,1,3,3
658,0,0,0,0,3,0,0,2,3,3,1,0,3
659,1,0,1,2,2,2,2,1,1,1,3,1,1
660,4,2,1,2,5,5,2,5,3,3,3,4,4
661,3,1,1,1,3,1,1,1,2,1,1,1,2
662,0,0,0,0,1,2,1,0,0,0,1,0,1
663,0,0,0,2,2,0,2,1,2,2,2,1,0
664,1,2,2,2,2,4,2,4,4,3,2,2,2
665,2,2,2,1,2,5,3,1,2,3,0,2,1
666,0,1,0,1,4,3,2,3,2,2,2,1,2
667,0,0,0,0,2,2,1,2,2,2,1,2,2
668,1,1,2,1,2,2,2,2,2,2,2,0,2
669,1,0,0,0,4,2,3,1,3,3,1,2,1
670,0,2,2,2,2,2,2,2,1,1,2,2,2
671,6,0,0,0,0,2,1,3,3,2,2,2,3
672,0,0,2,0,4,4,4,2,2,2,1,3,3
673,1,1,0,1,3,2,2,5,2,2,1,3,2
674,4,1,1,1,4,2,2,2,2,2,1,2,0
675,0,0,0,0,1,2,2,0,2,0,2,3,2
676,1,1,1,1,2,2,2,0,0,0,1,1,1
677,1,1,0,0,3,3,3,2,3,2,5,2,3
678,4,1,1,1,1,0,1,3,2,2,2,0,1
679,0,0,0,0,1,1,5,1,1,2,1,0,1
680,3,3,2,3,2,3,2,2,2,2,2,2,2
681,1,1,1,1,3,3,3,2,2,1,1,2,2
682,2,1,1,1,3,2,1,2,2,2,2,1,1
683,5,1,1,1,2,2,2,3,2,2,2,2,1
684,0,1,1,1,0,0,0,1,1,1,1,0,1
685,0,2,2,2,4,2,2,2,2,2,2,2,2
686,4,0,0,1,1,1,1,3,2,3,2,1,0
687,1,0,0,0,1,2,1,1,2,1,1,2,2
688,4,0,1,0,6,0,2,2,2,3,1,1,1
689,1,1,0,2,2,3,2,2,3,2,1,1,1
690,1,1,0,0,0,1,1,2,1,3,3,2,3
691,2,1,3,2,1,1,2,1,1,2,3,3,3
692,1,0,0,0,1,0,1,1,1,1,0,0,1
693,2,4,3,4,2,2,3,3,2,1,2,2,4
694,2,1,0,0,1,1,1,1,2,1,0,0,1
695,3,0,0,0,2,3,4,2,2,2,2,1,1
696,0,0,0,0,2,2,0,1,2,1,0,1,0
697,4,2,2,1,1,1,2,0,1,0,2,1,1
698,1,0,0,0,2,2,1,2,2,3,1,2,2
699,1,1,1,1,1,2,1,1,2,2,1,0,1
700,1,1,3,4,2,2,2,2,4,2,2,4,4
701,1,1,1,1,1,2,0,1,2,1,1,1,1
702,1,1,0,1,1,1,1,2,1,2,1,1,2
703,2,1,3,2,5,2,0,1,2,2,2,1,2
704,2,3,3,3,2,4,4,0,4,3,3,4,2
705,1,0,0,0,2,2,2,2,2,2,1,1,1
706,1,0,0,0,2,1,2,1,1,1,1,1,1
707,2,2,3,2,5,3,5,3,2,2,2,3,3
708,4,1,4,4,5,1,4,4,4,0,3,4,2
709,2,0,0,0,2,0,4,3,0,3,3,2,1
710,3,1,1,2,1,0,4,2,2,2,2,3,3
711,0,0,0,0,2,2,2,1,2,2,0,0,1
712,8,1,1,1,1,2,1,1,1,2,2,1,2
713,4,2,2,2,2,3,2,1,4,2,3,2,2
714,2,0,0,0,2,2,2,0,2,0,1,2,2
715,1,0,3,0,3,2,4,1,2,2,2,3,4
716,2,1,0,1,3,4,5,4,3,2,2,2,2
717,5,0,0,0,0,2,3,1,0,3,3,3,3
718,2,1,1,1,2,2,4,3,3,1,1,1,1
719,2,1,1,0,1,2,1,1,2,2,3,3,1
720,2,1,1,0,1,3,1,1,2,1,2,2,2
721,3,3,3,3,1,3,1,3,4,2,1,2,1
722,0,0,0,0,2,2,0,3,3,3,2,1,1
723,5,0,0,0,1,2,1,1,1,8,1,1,1
724,0,2,2,2,2,2,5,4,2,2,2,2,2
725,1,2,2,2,3,2,3,2,2,1,2,2,2
726,2,1,0,3,0,0,3,2,1,1,2,0,0
727,0,2,1,1,2,3,3,1,2,4,0,2,3
728,1,0,0,0,1,2,1,2,2,2,0,1,1
729,0,1,0,0,1,1,1,0,0,0,2,1,1
730,1,2,2,1,3,2,2,3,2,2,1,1,1
731,3,2,3,3,3,4,2,1,2,2,2,1,1
732,1,0,0,0,2,2,1,1,0,1,0,2,2
733,2,0,0,0,0,2,0,2,2,2,2,1,1
734,1,1,1,1,2,0,0,0,1,0,1,0,0
735,0,0,0,0,2,2,2,3,2,3,3,3,1
736,1,0,2,1,3,3,1,2,2,2,1,1,0
737,2,1,2,1,1,0,5,2,0,3,4,3,3
738,2,0,0,2,4,3,2,2,2,2,2,2,2
739,2,1,2,1,2,4,4,3,3,2,3,2,1
740,2,0,0,0,3,2,2,3,4,2,3,2,1
741,5,1,5,3,1,2,2,0,1,2,4,3,4
742,0,0,0,0,3,3,2,1,1,1,0,1,3
743,0,0,1,1,2,5,2,3,1,1,2,1,5
744,0,1,0,0,4,2,2,2,2,2,2,1,1
745,1,0,0,0,0,0,0,2,1,1,1,0,0
746,3,0,0,0,1,2,0,2,1,1,1,2,1
747,1,0,0,0,1,2,3,1,1,2,3,1,1
748,1,1,1,1,2,2,2,1,1,1,0,1,2
749,2,1,0,0,2,2,1,3,1,2,0,0,1
750,4,7,5,5,5,6,6,2,2,3,2,2,2
751,0,0,0,0,2,2,2,0,2,0,1,2,1
752,6,5,3,3,4,3,4,2,5,5,4,3,4
753,0,4,4,4,0,0,0,3,3,4,0,0,0
754,3,1,0,1,2,2,2,2,2,2,2,2,1
755,3,2,0,0,2,3,1,2,2,1,0,2,2
756,1,1,0,1,0,4,2,2,3,3,2,2,2
757,2,0,0,0,2,2,2,2,2,2,1,1,1
758,0,1,1,1,2,3,3,3,3,4,2,1,2
759,1,0,0,0,2,2,1,2,2,2,1,1,3
760,1,0,0,0,2,2,2,3,0,3,1,1,1
761,3,0,0,0,3,2,5,4,2,3,2,2,3
762,2,1,0,1,4,3,3,8,6,2,1,4,1
763,3,0,1,0,4,4,3,1,2,2,2,4,0
764,2,0,0,0,5,4,2,3,8,1,3,1,1
765,0,0,1,1,1,2,2,3,2,2,2,1,1
766,2,0,0,0,3,3,2,1,2,3,7,2,3
767,3,1,1,1,2,1,1,1,1,2,1,3,2
768,1,1,0,0,2,2,3,1,1,2,1,2,2
769,1,1,3,1,4,5,3,2,2,3,2,2,2
770,1,0,0,0,1,1,2,0,2,1,1,1,0
771,3,0,0,0,4,2,2,1,2,1,2,2,0
772,0,0,0,0,2,2,1,2,3,2,2,3,1
773,7,2,0,2,1,2,2,2,0,1,0,1,1
774,2,0,0,1,4,2,4,1,1,1,1,1,1
775,0,2,2,2,2,2,2,3,3,2,3,2,1
776,0,0,0,0,2,2,2,1,1,0,1,1,1
777,3,1,1,4,2,1,2,1,1,1,2,1,2
778,1,0,0,0,1,1,1,3,2,2,1,3,3
779,1,1,1,2,2,2,1,3,0,2,2,2,2
780,3,1,2,2,2,4,3,2,2,2,2,2,2
781,4,3,3,2,5,4,5,3,3,5,5,3,3
782,4,1,1,1,1,1,1,2,2,3,1,1,1
783,3,0,3,1,1,2,1,2,2,3,1,1,2
784,2,0,0,0,2,2,1,1,0,0,0,0,0
785,1,0,0,0,1,1,1,2,0,1,1,0,1
786,2,0,0,0,2,1,3,3,2,2,2,2,1
787,5,2,0,1,3,4,3,2,2,1,2,1,2
788,0,0,0,0,1,2,2,2,2,1,3,3,1
789,1,1,0,1,1,2,3,3,3,1,1,1,3
790,0,0,0,0,4,2,4,2,2,2,2,2,1
791,6,0,4,0,4,3,2,5,3,5,3,3,4
792,1,0,0,0,1,0,1,2,1,3,2,2,2
793,2,0,1,1,1,3,2,2,2,2,1,3,2
794,2,2,3,2,2,2,2,2,2,2,2,2,2
795,1,0,0,0,0,2,1,3,3,3,0,1,0
796,0,0,0,0,3,2,1,0,0,0,0,0,0
797,1,1,1,1,2,1,2,1,1,1,1,2,2
798,3,2,3,3,2,3,2,3,2,2,3,3,3
799,3,5,0,1,5,6,4,2,2,3,3,5,5
800,3,3,1,2,2,2,3,2,2,3,2,5,2
801,5,2,2,8,6,7,5,1,1,1,7,4,5
802,1,0,1,0,1,4,1,1,1,0,3,0,1
803,0,2,2,2,2,3,1,2,1,3,4,2,3
804,2,0,2,2,1,2,2,2,2,2,3,2,3
805,2,0,1,0,1,2,1,1,1,1,2,1,2
806,1,3,3,5,3,3,3,1,1,1,1,1,2
807,1,2,0,1,2,2,2,1,0,4,2,2,2
808,4,2,0,0,3,3,3,1,3,1,3,3,3
809,3,2,1,3,1,2,1,2,2,2,2,2,2
810,2,0,0,0,2,2,2,2,1,1,2,2,1
811,0,0,0,0,2,1,2,1,3,1,1,2,2
812,2,2,2,2,3,1,1,2,2,2,5,3,3
813,0,1,1,1,5,0,2,3,2,2,1,2,1
814,3,1,1,1,1,3,2,3,1,3,2,1,1
815,1,2,2,2,1,3,4,1,3,3,2,2,2
816,3,1,1,1,3,0,5,2,2,2,0,3,3
817,2,2,0,0,4,1,4,2,3,4,0,2,2
818,1,2,2,2,2,2,2,2,2,2,2,0,2
819,4,1,1,2,5,4,5,5,2,2,3,3,2
820,2,0,3,0,1,1,1,0,2,0,1,1,1
821,4,2,2,2,4,2,3,1,2,1,3,4,2
822,2,2,3,2,5,2,6,3,1,1,2,2,1
823,2,1,1,1,1,1,2,1,1,0,1,1,1
824,4,1,2,1,2,3,3,3,2,6,5,5,5
825,1,0,0,1,1,2,2,1,2,3,3,1,1
826,1,2,2,2,3,2,3,3,2,2,2,2,1
827,1,1,0,0,4,3,4,1,2,2,3,2,2
828,4,0,1,1,2,3,3,1,2,2,1,2,3
829,1,1,0,0,1,2,2,4,4,4,2,2,2
830,2,2,2,2,3,2,2,3,2,2,2,2,3
831,1,1,1,1,2,1,2,0,2,3,1,0,1
832,1,2,2,2,3,3,2,3,2,3,4,3,2
833,2,2,2,2,2,2,2,3,0,3,2,2,1
834,2,0,0,0,2,2,2,3,2,3,2,2,2
835,4,1,1,1,1,2,2,1,3,2,2,1,1
836,3,3,3,3,3,3,3,2,3,2,2,2,2
837,5,3,2,2,4,1,3,3,3,3,0,1,1
838,0,1,2,2,1,2,3,2,2,2,2,2,2
839,1,0,1,1,1,1,1,3,1,3,1,1,1
840,3,0,0,0,2,2,2,2,2,2,1,2,2
841,2,6,1,3,3,4,2,3,1,4,1,2,3
842,0,2,2,0,2,3,0,0,4,3,3,3,1
843,0,1,1,1,1,1,1,1,1,1,1,1,1
844,2,3,2,4,3,1,4,3,1,3,1,3,4
845,3,0,0,0,3,2,2,3,2,1,2,0,0
846,0,0,0,0,1,3,3,2,2,2,3,3,3
847,0,0,0,0,0,1,1,0,1,0,0,0,0
848,4,1,1,1,1,1,1,3,2,2,1,1,1
849,4,2,1,1,1,3,1,3,1,2,2,1,2
850,1,0,0,0,1,1,1,0,0,0,0,0,0
851,5,1,1,1,2,2,2,3,3,3,2,1,3
852,1,2,2,2,5,3,2,4,1,1,2,2,2
853,5,0,0,0,2,3,0,3,0,5,1,2,2
854,1,1,1,1,4,3,4,2,3,2,3,3,3
855,5,4,4,2,2,4,4,2,2,3,1,1,4
856,3,0,0,0,2,2,2,2,3,2,2,1,1
857,1,3,1,1,1,2,1,1,3,2,1,1,1
858,4,0,0,0,1,0,0,1,4,2,2,0,1
859,2,0,0,0,0,0,0,1,1,1,1,1,1
860,0,0,0,0,2,2,3,2,1,2,0,1,1
861,2,0,0,0,3,2,2,1,1,3,2,2,2
862,2,2,2,2,3,3,3,0,2,2,2,2,2
863,1,1,0,0,0,0,1,0,0,0,1,1,1
864,2,0,0,0,1,2,1,0,0,0,1,1,1
865,3,1,0,0,1,2,1,0,1,1,1,3,1
866,2,0,0,0,1,2,2,3,2,2,1,0,0
867,2,0,0,0,2,0,2,1,0,1,0,0,1
868,0,0,0,0,3,5,3,4,7,4,5,4,4
869,3,0,0,0,2,0,1,4,2,3,2,3,2
870,1,2,2,3,2,2,2,3,3,4,2,3,2
871,2,0,1,1,1,1,1,1,2,2,0,0,1
872,1,2,2,2,2,2,2,2,2,1,2,2,2
873,2,0,2,2,2,4,2,1,0,1,3,3,3
874,4,0,0,0,0,2,1,2,0,0,2,1,0
875,3,1,0,1,0,1,0,1,3,3,1,0,0
876,4,0,0,0,1,2,2,0,0,0,0,1,0
877,1,0,0,0,1,1,3,1,1,2,1,3,1
878,3,3,3,2,5,3,5,3,3,3,3,2,2
879,0,0,0,0,2,3,2,2,2,1,2,3,3
880,1,0,0,0,1,1,2,4,2,0,2,2,3
881,2,0,0,1,2,3,2,1,1,0,1,2,1
882,2,2,3,1,2,1,2,2,2,2,2,1,1
883,0,0,0,0,1,2,3,2,1,3,1,3,3
884,1,1,1,1,3,3,3,0,1,4,0,1,1
885,0,0,0,0,1,2,1,1,1,1,1,1,1
886,2,2,2,1,4,2,3,3,1,0,1,1,1
887,3,2,2,2,2,3,2,2,3,2,2,3,3
888,3,0,0,0,3,4,2,1,2,2,2,1,1
889,2,2,1,3,1,1,2,2,2,2,1,1,1
890,4,1,1,1,2,4,2,2,3,3,1,2,1
891,2,4,4,4,3,3,3,3,2,4,0,0,4
892,0,1,0,0,0,0,0,0,0,0,0,0,0
893,0,3,0,0,2,1,1,2,2,2,1,1,1
894,0,0,0,0,0,0,0,1,1,0,0,0,1
895,4,0,0,0,2,2,2,2,3,3,3,2,1
896,2,1,1,2,3,2,2,3,3,3,1,1,0
897,3,2,3,2,3,2,4,3,3,3,3,4,4
898,1,0,0,0,2,2,2,2,2,2,1,1,1
899,0,0,0,0,1,1,1,1,1,1,0,2,0
900,2,0,0,0,0,2,3,2,3,2,1,1,1
901,1,1,0,2,5,1,3,2,2,2,2,1,1
902,2,1,0,1,3,2,1,2,1,2,3,3,3
903,2,1,2,2,3,3,3,1,3,3,2,2,3
904,0,0,0,0,2,1,1,0,2,1,1,1,1
905,2,1,1,1,2,2,2,1,1,2,1,1,1
906,2,6,7,2,3,3,2,3,4,4,3,3,3
907,0,0,0,0,2,2,4,1,2,3,0,1,1
908,0,0,0,1,2,2,2,2,2,2,2,2,3
909,0,0,0,0,4,4,3,1,2,3,2,1,1
910,1,4,3,3,4,1,5,3,2,2,2,2,3
911,4,1,0,1,5,3,2,1,0,1,0,1,2
912,2,0,2,0,2,3,3,2,2,3,1,3,3
913,2,3,2,2,2,1,1,1,1,2,2,1,1
914,5,1,4,4,2,2,2,1,1,1,2,2,5
915,1,1,2,1,2,2,2,2,2,2,2,1,1
916,2,0,0,0,3,2,4,0,2,2,1,1,2
917,3,2,2,2,0,3,2,2,2,3,2,1,1
918,2,2,2,2,4,4,3,3,4,4,4,2,4
919,2,0,1,0,2,2,2,2,2,2,2,0,0
920,3,0,1,1,1,1,1,1,1,1,1,1,1
921,3,0,0,0,2,1,2,4,2,3,1,1,3
922,5,1,2,1,1,0,0,2,5,7,3,0,4
923,2,0,1,1,1,2,2,2,2,2,1,3,3
924,1,1,1,1,2,1,2,1,1,1,3,2,2
925,2,1,1,1,4,1,4,2,2,2,2,5,5
926,3,1,0,0,1,1,2,1,1,1,2,2,2
927,4,3,3,3,3,2,3,2,2,2,2,1,2
928,4,3,3,3,5,4,5,5,4,4,3,3,2
929,4,0,0,0,2,2,2,4,2,4,2,4,2
930,2,1,1,1,5,4,2,2,2,2,2,2,2
931,3,0,0,2,5,2,5,2,2,2,2,2,2
932,5,2,1,2,2,4,3,1,0,4,5,3,3
933,1,1,1,1,1,1,1,1,1,1,0,0,1
934,4,2,2,2,2,2,3,1,2,2,0,1,0
935,1,1,0,0,3,1,2,2,1,1,2,1,2
936,0,1,1,2,4,1,5,1,2,2,2,2,2
937,2,1,1,0,1,1,1,1,1,1,1,1,1
938,0,1,1,1,4,1,2,2,4,2,3,3,3
939,2,1,1,1,1,2,3,4,3,2,1,1,1
940,3,0,0,0,5,4,3,3,2,3,3,3,3
941,4,0,0,0,1,3,1,2,3,2,2,3,3
942,0,0,0,0,2,3,2,3,2,3,2,2,4
943,3,0,0,0,0,0,0,0,0,0,0,1,0
944,2,4,3,4,2,2,3,1,2,2,2,2,2
945,3,5,6,5,1,4,3,1,2,4,4,3,2
946,2,1,1,2,5,3,4,5,5,6,3,4,4
947,2,2,2,2,2,2,2,2,2,2,0,1,2
948,1,0,1,1,1,1,5,0,1,1,2,2,1
949,1,0,0,1,1,2,3,3,2,3,2,3,2
950,0,0,0,1,1,2,1,1,0,1,1,1,1
951,9,0,0,0,3,2,2,1,2,3,3,3,2
952,2,1,1,1,2,4,1,4,2,3,2,2,3
953,1,3,0,3,1,4,3,3,3,4,4,4,3
954,1,0,1,0,2,0,3,2,2,3,1,0,3
955,1,1,1,1,1,1,1,1,1,1,0,2,1
956,0,0,0,0,2,2,4,2,1,0,2,1,1
957,1,0,1,1,1,2,1,2,2,1,1,1,0
958,0,1,1,2,2,2,1,0,1,0,2,2,1
959,1,0,0,0,1,0,0,0,0,0,0,0,0
960,1,1,1,1,1,1,1,2,2,2,0,2,1
961,0,5,2,3,2,4,1,0,1,1,1,2,3
962,2,3,3,3,1,2,1,3,3,3,3,2,2
963,3,2,0,3,4,1,3,2,0,3,3,3,4
964,0,0,0,0,2,4,2,2,6,1,5,6,1
965,2,1,0,0,2,0,1,2,1,1,4,1,3
966,1,1,0,0,3,1,1,1,1,1,1,1,1
